,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms
11594,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,1,2
11595,Budigere,1820.0,3.0,2.0,85.0,1,3
11597,Thanisandra,1185.0,2.0,2.0,43.5,1,2
11598,Varthur,2145.0,3.0,2.0,170.0,1,3
11599,Whitefield,1220.0,2.0,1.0,89.0,1,2
11600,Whitefield,1116.0,2.0,3.0,51.91,1,2
11601,6th Phase JP Nagar,1192.0,2.0,3.0,75.0,1,2
11602,Marathahalli,1449.0,3.0,2.0,110.0,1,3
11603,Ardendale,2500.0,3.0,1.0,250.0,1,3
11604,Electronic City,1700.0,3.0,2.0,90.0,1,3
11605,Hebbal,1920.0,3.0,2.0,150.0,0,3
11606,BTM 4th Stage,1350.0,2.0,0.0,90.0,1,2
11607,Devanahalli Int. Airport,4800.0,5.0,2.0,350.0,1,4
11608,"Sarjapur Road, ",1700.0,3.0,2.0,74.0,1,3
11609,Hoodi,1447.0,3.0,2.0,76.0,0,2
11610,Kanakpura Road,1329.0,2.0,1.0,107.0,0,2
11611,Sarjapur  Road,1314.0,2.0,2.0,70.44,1,3
11612,Hal old airport road,1200.0,3.0,2.0,110.0,1,3
11613,Basavangudi,1214.0,3.0,0.0,220.0,1,6
11614,Hosa Road,1513.0,3.0,1.0,103.0,0,3
11616,Vittasandra,1246.0,2.0,1.0,67.5,1,2
11617,Ganga Nagar,705.0,1.0,1.0,65.0,1,1
11618,Dasarahalli,1220.0,2.0,2.0,62.0,1,2
11619,Yelahanka New Town,1800.0,2.0,1.0,45.0,1,3
11620,Kaval Byrasandra,1400.0,3.0,2.0,75.0,1,3
11621,Kasavanhalli,1245.0,2.0,2.0,80.0,1,2
11622,Anantapuram,1495.0,2.0,1.0,63.0,1,3
11623,Nagavara,2000.0,2.0,2.0,275.0,1,3
11624,Gollarapalya Hosahalli,996.0,2.0,2.0,36.5,1,2
11625,Yelahanka New Town,1000.0,2.0,1.0,44.0,1,2
11626,Chikka Banaswadi,1250.0,2.0,3.0,75.0,1,2
11627,Chandapura,975.0,2.0,1.0,24.86,0,2
11628,Thanisandra,1261.0,2.0,1.0,80.0,1,3
11629,Electronics City Phase 1,1080.0,2.0,2.0,46.0,1,2
11630,Akshayanagara East,1230.0,2.0,1.0,50.0,1,2
11631,Kammasandra,982.0,2.0,2.0,25.53,0,2
11632,Bommasandra,1260.0,3.0,1.0,49.36,0,3
11633,HSR Layout,1590.0,2.0,2.0,135.0,1,3
11634,Horamavu Agara,1220.0,2.0,2.0,39.0,1,2
11635,Electronic City Phase II,1320.0,2.0,1.0,38.12,0,3
11636,Green Glen Layout,1750.0,3.0,2.0,105.0,1,3
11637,Whitefield,1436.0,2.0,3.0,62.15,1,3
11638,TC Palaya,1200.0,2.0,0.0,66.0,0,3
11640,Varthur,1560.0,3.0,2.0,90.0,1,3
11641,Whitefield,3758.0,3.0,1.0,300.0,0,3
11642,Belatur,1275.0,2.0,2.0,59.0,1,2
11643,Ramanjaneyanagar,1040.0,2.0,2.0,36.4,1,2
11644,Bellandur,2400.0,3.0,2.0,115.0,1,3
11645,Chamrajpet,1500.0,9.0,3.0,230.0,1,6
11646,Kaggalipura,3150.0,5.0,1.0,212.0,0,4
11647,Karuna Nagar,1960.0,3.0,2.0,165.0,1,3
11648,JP Nagar,3200.0,5.0,3.0,309.0,1,4
11649,Yeshwanthpur,1195.0,2.0,2.0,100.0,1,2
11650,Yelahanka,1195.0,2.0,0.0,53.105,1,2
11651,Hosakerehalli,4500.0,5.0,2.0,145.0,1,5
11652,Ulsoor,450.0,3.0,1.0,70.0,1,3
11653,Sathya Sai Layout,4304.0,4.0,2.0,699.0,0,4
11654,Javarandoddi,648.0,1.0,1.0,40.0,0,1
11655,Sarjapur  Road,2100.0,3.0,2.0,130.0,1,3
11656,Thanisandra main road,4209.0,4.0,2.0,602.0,0,4
11657,Kudlu,1027.0,2.0,1.0,44.0,1,2
11658,Whitefield,1575.0,4.0,3.0,250.0,1,4
11659,Bommasandra,1365.0,3.0,1.0,52.82,0,3
11660,Yelahanka New Town,650.0,1.0,1.0,18.0,1,1
11661,Chandapura,1200.0,2.0,1.0,52.0,0,3
11662,Cooke Town,1100.0,2.0,3.0,90.0,1,2
11663,7th Phase JP Nagar,1075.0,2.0,1.0,57.0,1,3
11664,Banashankari,1100.0,2.0,1.0,63.0,1,2
11665,Akshya Nagar,1320.0,2.0,1.0,58.0,1,3
11666,Kammasandra,1500.0,3.0,2.0,65.0,1,3
11667,Vijaypura,1200.0,5.0,1.0,150.0,1,4
11668,Bapuji Nagar,1125.0,3.0,2.0,126.0,1,4
11669,Vittasandra,1246.0,2.0,1.0,67.5,1,2
11670,Bhoganhalli,1718.0,3.0,2.0,90.2,0,3
11671,Bisuvanahalli,1075.0,2.0,1.0,32.0,1,3
11672,Chennammana Kere,1480.0,3.0,1.0,75.48,0,3
11673,Austin Town,500.0,1.0,1.0,13.0,1,1
11674,3rd Block Banashankari,2400.0,4.0,1.0,325.0,1,5
11675,Kaikondrahalli,1200.0,4.0,2.0,125.0,0,4
11676,Kanakpura Road,1041.0,2.0,1.0,36.44,1,2
11677,Doddanekundi,1128.0,2.0,2.0,48.4,1,2
11678,Hosur Road,1685.0,3.0,1.0,90.0,1,3
11679,Guddadahalli,1180.0,2.0,2.0,65.0,1,2
11680,Ejipura,1200.0,2.0,1.0,60.0,1,2
11681,Mangammanapalya,1250.0,3.0,2.0,39.5,0,3
11682,Kanakpura Road,900.0,2.0,1.0,41.0,0,2
11683,Chelekare,1000.0,2.0,1.0,45.0,1,2
11684,Yelahanka New Town,600.0,2.0,2.0,80.0,1,2
11685,2nd Stage Nagarbhavi,600.0,3.0,2.0,82.0,1,4
11686,Vittasandra,1404.0,2.0,1.0,70.0,1,2
11687,Ramagondanahalli,1610.0,2.0,2.0,115.0,1,3
11688,Varthur,1760.0,2.0,1.0,85.0,0,2
11689,Amam Enclave Layout,975.0,2.0,1.0,55.0,1,2
11690,Kashi Nagar,1190.0,2.0,2.0,42.0,1,2
11691,Kudlu,1110.0,2.0,1.0,46.0,1,2
11692,Rajaji Nagar,2415.0,3.0,2.0,399.0,1,3
11693,Gunjur,1235.0,2.0,2.0,44.5,0,2
11694,Nanjappa Garden,1275.0,2.0,3.0,55.0,1,2
11695,Victoria Layout,1115.0,2.0,1.0,115.0,1,2
11696,Harlur,1197.0,2.0,1.0,76.0,1,2
11697,Begur Road,644.0,1.0,1.0,32.0,0,1
11698,Bellandur,1251.0,2.0,3.0,47.0,1,2
11699,Neeladri Nagar,1105.0,2.0,2.0,30.0,0,2
11700,4th Phase JP Nagar,1080.0,2.0,2.0,38.0,0,2
11701,Kudlu,2100.0,3.0,1.0,114.0,1,4
11702,Kammanahalli,1600.0,4.0,1.0,200.0,1,4
11703,NRI Layout,1731.0,3.0,3.0,64.11,1,3
11704,Hormavu,1206.0,2.0,1.0,55.0,1,2
11705,Choodasandra,1560.0,3.0,2.0,78.0,1,3
11706,7th Phase JP Nagar,750.0,1.0,2.0,47.0,1,1
11707,Billekahalli,1035.0,2.0,2.0,90.0,1,2
11708,Ramamurthy Nagar,1200.0,6.0,2.0,150.0,1,7
11709,Sarjapur  Road,702.0,1.0,0.0,35.8,1,1
11710,Attibele,1700.0,3.0,1.0,65.0,1,3
11711,HRBR Layout,1145.0,2.0,2.0,68.5,1,2
11712,Ramamurthy Nagar,1208.0,2.0,2.0,43.5,1,3
11713,Brookefield,1589.0,3.0,2.0,74.0,1,3
11714,Allalasandra,560.0,2.0,1.0,22.0,1,2
11715,Yelahanka New Town,1426.0,2.0,2.0,61.5,1,3
11716,Green Glen Layout,1885.0,3.0,2.0,135.0,1,3
11717,Old Madras Road,935.0,2.0,0.0,37.77,0,2
11718,Old Madras Road,1171.0,2.0,2.0,73.0,0,2
11719,Singasandra,1465.0,2.0,3.0,60.0,1,2
11720,Budigere,1820.0,3.0,2.0,95.0,1,3
11721,Raja Rajeshwari Nagar,1580.0,2.0,2.0,66.85,1,3
11722,Whitefield,1452.0,2.0,2.0,46.29,1,3
11723,Hennur Road,1445.0,2.0,1.0,89.56,1,3
11724,Gollahalli,1170.0,2.0,1.0,39.0,1,2
11725,Anjappa Layout,1070.0,2.0,1.0,50.0,1,2
11726,Kanakpura Road,1100.0,3.0,2.0,53.0,0,3
11727,Kothanur,1140.0,2.0,2.0,56.0,0,2
11728,Rachenahalli,2600.0,3.0,2.0,160.0,1,3
11729,Shikaripalya,1532.0,3.0,2.0,59.75,1,3
11730,AGS Layout,1150.0,2.0,1.0,46.0,1,2
11731,Jakkur,1473.0,2.0,1.0,85.0,1,2
11732,Kathriguppe,1350.0,3.0,2.0,80.99,1,3
11733,Prithvi Layout,4040.0,4.0,0.0,500.0,1,4
11734,CV Raman Nagar,1980.0,4.0,2.0,166.0,0,3
11735,Hoodi,1660.0,3.0,2.0,128.0,0,3
11736,Kogilu,2456.0,7.0,2.0,85.0,1,7
11737,Chamrajpet,650.0,2.0,2.0,45.0,1,2
11738,Neeladri Nagar,4000.0,5.0,2.0,425.0,1,5
11739,Malleshwaram,2475.0,4.0,3.0,340.0,1,3
11740,Chikkakannalli,1495.0,3.0,2.0,90.0,1,3
11741,R.T. Nagar,1080.0,2.0,1.0,48.0,1,2
11742,Electronic City,1521.0,2.0,2.0,57.5,1,3
11743,Aishwarya Crystal Layout,1053.0,2.0,0.0,51.0,1,2
11744,Binny Pete,2406.0,5.0,2.0,289.0,0,3
11745,Kanakpura Road,800.0,5.0,3.0,115.0,1,4
11746,7th Phase JP Nagar,1050.0,2.0,1.0,42.0,1,2
11747,Thanisandra,1430.0,2.0,2.0,51.48,1,3
11748,Begur,2400.0,3.0,2.0,12.0,1,3
11749,OLd Gurappanapalya,1250.0,3.0,2.0,39.0,0,3
11750,Ramanagara Channapatna,1200.0,2.0,1.0,75.0,1,4
11751,Ulsoor,840.0,1.0,1.0,150.0,1,1
11752,Uttarahalli,1000.0,2.0,2.0,39.5,1,2
11753,Bannerghatta Road,1630.0,3.0,3.0,68.0,1,3
11754,Kammasandra,985.0,2.0,1.0,40.5,1,2
11755,BTM 2nd Stage,1200.0,2.0,2.0,70.0,1,2
11756,Ambalipura,1650.0,3.0,3.0,100.0,1,3
11757,Mico Layout,1670.0,3.0,2.0,59.0,1,3
11759,Sarjapur  Road,1240.0,4.0,0.0,110.0,0,4
11760,Maheswari Nagar,1000.0,2.0,2.0,60.0,1,2
11761,Doddabanahalli,830.0,2.0,2.0,26.0,1,2
11762,Ramagondanahalli,1200.0,3.0,1.0,56.1,0,3
11763,Sadashiva Nagar,9600.0,7.0,2.0,2736.0,1,5
11764,Begur Road,2500.0,6.0,0.0,122.5,0,4
11765,Haralur Road,1140.0,2.0,2.0,43.0,1,2
11766,Nagarbhavi,1635.0,3.0,3.0,85.0,1,3
11767,HSR Layout,1120.0,2.0,1.0,70.0,1,2
11768,Kamakya Layout,2750.0,6.0,3.0,200.0,1,6
11769,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,1,3
11770,Harlur,2137.0,3.0,2.0,110.0,1,3
11771,Hennur Road,973.0,2.0,1.0,50.74,1,2
11772,Kundalahalli,1724.0,3.0,1.0,146.0,0,3
11773,Banashankari,1020.0,2.0,2.0,40.79,1,2
11774,Hsr layout sector3,1200.0,4.0,3.0,375.0,1,4
11775,Electronic City,750.0,1.0,1.0,35.0,1,1
11776,Kambipura,883.0,2.0,1.0,49.0,1,2
11777,Thyagraj Nagar,660.0,2.0,0.0,76.0,1,2
11778,Ramagondanahalli,2787.0,5.0,2.0,220.0,1,4
11779,Devasthanagalu,1470.0,2.0,3.0,60.0,1,3
11780,Electronics City Phase 1,891.0,2.0,1.0,24.95,0,2
11781,"Sarjapur Road, ",1275.0,2.0,1.0,76.0,1,2
11782,Kothanur,1787.0,3.0,2.0,120.0,1,3
11783,8th Phase JP Nagar,1730.0,5.0,2.0,75.0,1,5
11784,Sarjapur  Road,1320.0,2.0,2.0,110.0,1,2
11785,Yeshwanthpur,1692.0,3.0,3.0,108.0,0,3
11786,Bannerghatta Road,1400.0,3.0,2.0,69.0,1,3
11787,Sarjapur  Road,1115.0,2.0,1.0,50.0,1,2
11788,Whitefield,1370.0,2.0,2.0,56.0,1,2
11789,Thirumenahalli,1602.0,3.0,2.0,56.0,0,3
11790,"Hoodi Circle, ",793.0,1.0,1.0,40.0,0,1
11791,GM Palaya,675.0,1.0,1.0,35.0,1,1
11792,Chikka Tirupathi,3250.0,4.0,2.0,136.0,1,4
11793,Whitefield,1050.0,2.0,3.0,43.0,1,2
11794,Jalahalli East,1035.0,2.0,1.0,42.5,1,2
11795,Sarjapur  Road,1200.0,2.0,2.0,44.0,0,3
11796,Sarjapur  Road,1800.0,3.0,2.0,128.0,1,3
11797,Green Glen Layout,1625.0,3.0,2.0,70.0,1,3
11798,Electronics City Phase 1,1032.0,2.0,1.0,31.99,0,2
11799,Whitefield,1496.0,2.0,1.0,71.81,0,3
11800,Kothnoor Dinne,1100.0,2.0,2.0,38.0,0,2
11801,Kundalahalli,1500.0,3.0,2.0,50.0,1,3
11802,Electronic City Phase II,1125.0,2.0,1.0,32.63,0,2
11803,Chikka Banaswadi,1555.0,3.0,3.0,73.0,1,3
11804,Amruthahalli,1025.0,2.0,1.0,42.0,1,2
11805,Hennur Road,1482.0,2.0,1.0,83.73,0,3
11806,Banagirinagar,1630.0,2.0,2.0,130.0,1,3
11807,Arekere,900.0,2.0,1.0,44.5,1,2
11808,Yelahanka,1355.0,2.0,3.0,75.0,1,3
11809,1st Block Koramangala,2360.0,4.0,2.0,601.0,0,4
11810,Akshaya Nagar,1200.0,2.0,2.0,45.0,1,2
11811,Suraksha Nagar,1563.0,3.0,2.0,63.0,1,3
11812,Medaralli,1344.0,4.0,1.0,84.0,1,4
11813,6th block Koramangala,3000.0,3.0,2.0,400.0,1,3
11814,5th Phase JP Nagar,812.0,2.0,1.0,42.0,1,2
11815,Basaveshwara Nagar,1200.0,2.0,1.0,70.0,0,2
11816,Yelahanka,3175.0,4.0,1.0,156.0,1,4
11817,Marathahalli,1360.0,2.0,1.0,101.0,1,2
11818,Hegde Nagar,1835.0,3.0,3.0,88.0,1,3
11819,Rachenahalli,1756.0,3.0,2.0,110.0,1,3
11820,8th Phase JP Nagar,1296.0,2.0,2.0,51.83,1,3
11821,Haralur Road,1300.0,2.0,1.0,75.0,1,2
11822,Anandapura,1141.0,2.0,1.0,50.0,1,2
11823,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,1,3
11824,Electronic City,1210.0,2.0,1.0,55.0,1,2
11825,Hormavu,1310.0,2.0,2.0,67.0,1,2
11826,Ejipura,1356.0,5.0,2.0,139.0,1,5
11827,Magadi Road,1187.0,2.0,0.0,55.195,0,3
11828,Gubbalala,1745.0,3.0,2.0,140.0,1,3
11829,KR Puram,1200.0,5.0,1.0,125.0,0,5
11830,Raja Rajeshwari Nagar,1050.0,2.0,2.0,37.0,1,2
11831,Banashankari,2400.0,4.0,3.0,500.0,1,4
11832,Electronic City Phase II,1140.0,2.0,1.0,34.0,0,2
11833,Varthur,1210.0,2.0,2.0,54.0,1,2
11834,Kasavanhalli,2035.0,3.0,2.0,142.0,0,3
11835,Sarjapur,633.0,1.0,1.0,17.09,1,1
11836,Amruthahalli,485.0,1.0,1.0,19.5,1,1
11837,Varthur,1112.0,2.0,2.0,40.0,1,2
11838,Ullal Uppanagar,1200.0,2.0,0.0,82.0,1,2
11839,Sarjapur  Road,2275.0,4.0,2.0,187.0,1,3
11840,Doddanakundi Industrial Area 2,1419.0,3.0,2.0,85.0,1,3
11842,Versova Layout,2020.0,3.0,3.0,270.0,1,3
11843,Kundalahalli,1047.0,2.0,2.0,91.0,1,2
11844,Thanisandra,1884.0,4.0,2.0,117.0,1,3
11845,Malleshpalya,1200.0,3.0,2.0,149.0,1,3
11846,Bannerghatta Road,905.0,2.0,1.0,58.0,1,2
11847,JP Nagar,1500.0,2.0,1.0,108.0,1,3
11848,Chikkajala,850.0,1.0,0.0,50.0,1,1
11849,Bommasandra Industrial Area,1125.0,2.0,1.0,32.49,0,2
11850,Tindlu,1165.0,2.0,2.0,59.8,1,2
11851,Maruthi Sevanagar,933.0,2.0,0.0,55.0,1,2
11852,Hennur Road,1305.0,2.0,1.0,77.0,1,3
11853,Billekahalli,1125.0,2.0,1.0,65.0,1,2
11854,BSM Extension,865.0,2.0,2.0,33.0,1,2
11855,Jigani,1245.0,3.0,3.0,66.0,1,3
11856,Kalyan nagar,8840.0,2.0,3.0,300.0,1,2
11857,Udayagiri,1145.0,2.0,2.0,60.0,1,3
11858,AECS Layout,2000.0,3.0,1.0,90.0,1,3
11859,Hosa Road,625.0,1.0,1.0,43.68,0,1
11860,Kundalahalli,1724.0,3.0,2.0,128.0,1,3
11861,Madiwala,400.0,1.0,1.0,75.0,1,1
11862,Sarjapur  Road,1270.0,2.0,1.0,54.0,1,3
11863,Madiwala,1250.0,3.0,2.0,39.5,0,3
11864,Jakkur,1485.0,3.0,2.0,72.0,0,3
11865,Shankarapuram,823.0,2.0,1.0,80.0,1,2
11866,7th Phase JP Nagar,990.0,2.0,2.0,50.0,1,2
11867,TC Palaya,1200.0,2.0,0.0,66.0,1,3
11868,Kothanur,1185.0,2.0,2.0,59.0,0,2
11869,Kadubeesanahalli,1140.0,2.0,1.0,78.0,1,2
11870,Ambedkar Nagar,1950.0,4.0,2.0,120.0,1,3
11871,Yelahanka,1756.0,3.0,2.0,125.0,1,3
11872,Kumaraswami Layout,2600.0,4.0,2.0,300.0,1,4
11873,Chandapura,520.0,1.0,1.0,14.04,0,1
11874,Doddakannelli,1025.0,2.0,1.0,48.0,1,2
11875,Whitefield,1216.0,2.0,1.0,72.0,0,2
11876,Sarjapur  Road,1026.0,2.0,2.0,60.8,1,2
11877,Sarjapur  Road,3335.0,4.0,3.0,300.0,1,4
11878,Kodichikkanahalli,2700.0,4.0,2.0,125.0,1,5
11879,Begur,1411.0,2.0,2.0,60.0,0,3
11880,Kanakpura Road,1320.0,2.0,1.0,39.6,1,3
11881,Bannerghatta,1320.0,2.0,0.0,50.0,1,2
11882,OMBR Layout,615.0,4.0,2.0,110.0,1,4
11883,Kalena Agrahara,1804.0,3.0,2.0,155.0,1,3
11884,HSR Layout,1140.0,2.0,2.0,46.0,1,2
11885,Banjara Layout,1200.0,4.0,1.0,105.0,0,4
11886,Hebbal,2375.0,4.0,2.0,189.0,1,4
11887,Chamundi Nagar,1750.0,3.0,2.0,120.0,1,3
11888,Wilson Garden,960.0,5.0,2.0,130.0,1,9
11889,TC Palaya,1152.0,2.0,2.0,55.0,1,2
11890,Thanisandra,965.0,2.0,1.0,54.0,1,2
11891,Lingadheeranahalli,1684.0,3.0,1.0,120.0,1,3
11892,Hennur Road,1672.0,3.0,2.0,86.0,1,3
11893,Panathur,1075.0,2.0,2.0,60.0,1,2
11894,Sarjapur,1500.0,5.0,2.0,95.0,1,3
11895,HOSUR MAIN ROAD,1464.0,3.0,2.0,56.0,1,3
11896,Hebbal,1420.0,2.0,1.0,99.26,0,2
11897,Nagashetty Halli,750.0,2.0,0.0,40.0,1,2
11898,Yeshwanthpur,1169.0,2.0,2.0,64.08,1,2
11899,Devanahalli,1290.0,2.0,1.0,62.0,0,3
11900,Kengeri,1160.0,2.0,2.0,40.6,1,2
11901,Shampura,2800.0,5.0,3.0,95.0,1,7
11902,Mysore Road,1500.0,3.0,2.0,70.0,1,3
11903,Domlur,1850.0,3.0,1.0,180.0,1,3
11904,Venkatapura,1300.0,3.0,2.0,46.0,0,3
11905,Electronic City Phase II,1310.0,2.0,1.0,37.84,0,3
11906,RMV,2750.0,5.0,2.0,550.0,1,3
11907,Bhoopsandra,2150.0,3.0,0.0,170.0,1,3
11908,5th Block Hbr Layout,5100.0,5.0,3.0,300.0,1,6
11909,Kanakpura Road,1300.0,2.0,3.0,69.0,0,3
11910,Kadugodi,1875.0,2.0,1.0,110.0,1,3
11911,Hulimavu,1260.0,2.0,1.0,82.0,1,3
11912,Kengeri,2500.0,4.0,3.0,100.0,1,5
11913,Begur Road,1241.0,2.0,1.0,64.0,0,2
11914,Sarjapur  Road,1025.0,2.0,2.0,45.5,1,2
11915,Postal Colony,1500.0,1.0,0.0,218.0,1,2
11916,Electronic City,1070.0,2.0,1.0,60.0,0,2
11917,Begur,815.0,2.0,1.0,40.0,1,2
11918,Kanakpura Road,2000.0,3.0,3.0,105.0,1,3
11919,Malleshwaram,1400.0,2.0,1.0,190.0,1,2
11920,Varthur,1740.0,4.0,3.0,175.0,1,4
11921,ITPL,5667.5,5.0,0.0,300.0,1,4
11922,Sarjapur  Road,1216.0,2.0,2.0,70.0,0,2
11923,pavitra paradise,2200.0,2.0,1.0,190.0,1,3
11924,Hegde Nagar,3500.0,5.0,2.0,450.0,1,4
11925,Shampura,970.0,6.0,3.0,105.0,1,6
11926,Vidyaranyapura,3150.0,7.0,3.0,375.0,1,7
11927,Kanakpura Road,1200.0,2.0,0.0,62.0,1,2
11928,Marathahalli,1026.0,2.0,1.0,50.18,1,2
11929,Hulimavu,450.0,1.0,1.0,20.0,1,1
11930,KR Puram,1205.0,2.0,1.0,45.79,1,2
11931,Jakkur Plantation,1368.0,2.0,3.0,87.0,1,2
11932,Anekal,420.0,1.0,1.0,12.5,1,1
11933,Doddakallasandra,1270.0,2.0,2.0,42.0,1,2
11934,Anekal,614.0,1.0,1.0,28.0,1,2
11935,Margondanahalli,1050.0,2.0,0.0,58.0,0,2
11936,Yelahanka,1408.0,2.0,2.0,58.0,1,2
11937,Subramanyapura,1223.0,2.0,2.0,42.81,1,3
11938,Reliaable Tranquil Layout,1507.0,3.0,1.0,80.0,1,3
11939,kadubisnahalli,1160.0,2.0,2.0,57.0,1,2
11940,Kithaganur,1200.0,3.0,1.0,70.0,1,3
11941,Poorna Pragna Layout,960.0,2.0,3.0,50.0,1,2
11942,NGR Layout,1021.0,2.0,2.0,46.0,1,2
11943,Hegde Nagar,2162.03,4.0,2.0,129.0,1,3
11944,Channasandra,1065.0,2.0,1.0,36.0,1,2
11945,Attibele,400.0,1.0,1.0,10.25,1,1
11946,Bannerghatta Road,1465.0,2.0,1.0,75.0,1,3
11947,Kanakpura Road,900.0,2.0,1.0,41.0,0,2
11948,Marathahalli,1800.0,3.0,2.0,95.0,1,3
11949,Amblipura,1175.0,2.0,2.0,83.0,1,2
11951,Vijayanagar,1500.0,4.0,1.0,360.0,1,4
11952,Sanjay nagar,1050.0,2.0,0.0,59.0,1,2
11953,Electronic City Phase II,1400.0,2.0,2.0,40.43,0,3
11954,Indira Nagar,1650.0,3.0,1.0,150.0,1,3
11955,KR Puram,1827.0,3.0,2.0,97.0,1,3
11956,Thanisandra,1930.0,4.0,2.0,122.0,1,3
11957,Mysore Road,883.0,2.0,1.0,37.0,0,2
11958,Kengeri,550.0,1.0,1.0,16.75,1,1
11959,Electronic City,1400.0,2.0,1.0,40.44,0,3
11960,RMV 2nd Stage,1350.0,4.0,1.0,310.0,0,4
11961,Kanakapura,1290.0,2.0,3.0,38.69,1,3
11962,Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,1,3
11963,Whitefield,1158.0,2.0,1.0,55.0,0,2
11964,Varanasi,1200.0,4.0,1.0,99.0,1,5
11965,Nagarbhavi,1400.0,2.0,2.0,135.0,1,3
11966,Doddaballapur,2400.0,3.0,0.0,200.0,1,4
11967,Munnekollal,1200.0,2.0,1.0,57.9,0,3
11968,JP Nagar,1520.0,3.0,2.0,125.0,1,3
11969,Thanisandra,777.0,1.0,0.0,38.46,0,1
11970,EPIP Zone,2710.0,3.0,2.0,177.0,1,3
11971,Kenchenahalli,1150.0,2.0,2.0,57.0,1,2
11972,Yelahanka,1101.0,2.0,2.0,37.0,1,2
11973,Mahalakshmi Layout,1200.0,2.0,3.0,110.0,1,3
11974,Hebbal,1252.0,2.0,1.0,92.0,0,2
11975,Marathahalli,1650.0,3.0,2.0,85.0,1,3
11976,Marathahalli,1270.0,2.0,2.0,80.0,1,2
11977,Tumkur Road,992.0,2.0,1.0,70.0,1,2
11978,BEML Layout,2000.0,3.0,2.0,85.0,1,3
11979,Geddalahalli,893.0,2.0,2.0,34.5,1,2
11980,Bisuvanahalli,1075.0,2.0,1.0,41.49,1,3
11981,Kumaraswami Layout,3200.0,7.0,0.0,150.0,1,7
11982,Electronic City,1190.0,2.0,1.0,42.0,1,2
11983,Ashwathnagar,800.0,2.0,0.0,60.0,1,3
11984,Sarjapur  Road,1814.0,3.0,3.0,63.0,1,3
11985,Rahmath Nagar,1400.0,3.0,2.0,98.0,1,3
11986,Bommasandra,1400.0,6.0,3.0,252.0,1,5
11987,Murugeshpalya,1344.0,2.0,0.0,56.0,1,3
11988,Whitefield,5400.0,5.0,3.0,475.0,1,4
11989,Kanakpura Road,1843.0,3.0,2.0,95.0,1,3
11990,Chikkadunnasandra,1138.0,2.0,1.0,32.0,0,2
11991,Nagappa Reddy Layout,1495.0,2.0,2.0,70.0,1,3
11992,Electronic City,880.0,2.0,1.0,19.0,1,2
11993,Whitefield,1396.0,3.0,1.0,74.0,0,3
11994,Garudachar Palya,1610.0,2.0,3.0,119.0,1,3
11995,Tindlu,1050.0,2.0,2.0,55.0,1,2
11996,Kumbena Agrahara,1410.0,2.0,2.0,43.71,0,3
11997,Ramamurthy Nagar,1050.0,2.0,2.0,37.8,1,2
11998,Kumaraswami Layout,1310.0,2.0,1.0,85.0,1,3
11999,Yelahanka,1104.0,2.0,2.0,58.0,1,2
12000,Hennur Road,1165.0,2.0,1.0,67.0,0,2
12001,Kudlu,1027.0,2.0,2.0,44.0,1,2
12002,Hormavu,1310.0,2.0,3.0,60.0,1,2
12003,Chikkanahalli,1052.0,2.0,2.0,52.0,1,2
12004,Singasandra,1464.0,3.0,2.0,56.0,1,3
12005,1st Block Koramangala,1000.0,2.0,2.0,45.0,1,2
12006,Jayanagar,2240.0,3.0,2.0,300.0,0,3
12007,Electronic City,1150.0,2.0,1.0,38.08,1,2
12008,Thanisandra,2019.0,3.0,1.0,70.67,0,3
12009,Varthur,986.0,2.0,1.0,31.0,1,2
12010,Banashankari Stage III,1350.0,1.0,1.0,145.0,1,1
12012,Akshaya Nagar,1893.0,4.0,2.0,95.0,1,3
12013,Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,1,3
12014,Yelahanka,1325.0,2.0,2.0,58.0,1,3
12015,Kereguddadahalli,800.0,2.0,1.0,33.0,1,2
12016,Canara Bank Colony,1300.0,3.0,2.0,42.25,1,3
12017,Dodda Banaswadi,1300.0,2.0,2.0,60.0,1,3
12018,Jalahalli East,1010.0,2.0,1.0,52.0,1,2
12019,Banashankari,1260.0,2.0,3.0,75.0,1,2
12020,Ulsoor,2500.0,4.0,0.0,170.0,1,4
12021,Halanayakanahalli,1520.0,3.0,1.0,165.0,1,3
12024,Harlur,1197.0,2.0,1.0,75.0,1,2
12025,Manayata Tech Park,1050.0,2.0,2.0,45.0,1,2
12026,Manjunath Nagar,910.0,4.0,2.0,194.0,1,5
12027,Thanisandra,1241.0,2.0,1.0,68.0,1,3
12028,Maithri Layout,1567.0,2.0,3.0,62.0,1,3
12029,Kasavanhalli,1747.0,3.0,1.0,110.0,1,3
12030,Ramagondanahalli,1475.0,2.0,2.0,55.0,0,3
12031,Park View Layout,600.0,4.0,1.0,70.0,1,4
12032,Xavier Layout,1524.0,4.0,2.0,400.0,1,3
12033,Hennur Road,980.0,2.0,1.0,51.0,1,2
12034,Dasanapura,966.0,2.0,1.0,58.0,0,2
12035,Ferrar Nagar,2360.0,3.0,2.0,185.0,1,4
12036,Sarjapur  Road,1112.0,2.0,1.0,62.0,0,2
12037,Electronic City,550.0,1.0,1.0,16.0,1,2
